抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/03/03,13:47:33,460066,0,0,0,0,0,【实体经营】仓库货物空缺，需部分资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时26分,,0,84,ht6512010,HR,10,10,0,1,0,0,0,0,实体经营,男,25,未婚,高中,与父母共住,没有,本人系白酒代理商，26岁，退伍军人，经营白酒生意2年。退伍后创业，并有一定效益。生意上因自己刚起步，没有空余流动资金，单位和企业欠款在月结和季度结的情况下，忙时不能收到欠款，周转困难！！,因仓库货物空缺，导致生意不能正常运作，需部分资金作为进货用，特申请贷款。,政府单位和企业欠款有领导签字欠款销货单。季度收款时能及时有效还上贷款！
2014/03/03,13:47:36,460067,0,0,0,0,0,【个人消费】新房子拿钥匙，准备装修,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时27分,,0,66,wtt_56,HR,0,0,0,0,0,0,0,0,个人消费,女,27,已婚,大专,租用,是,大学毕业 上班 诚信，讲信用，无不良记录,新房子拿钥匙了 准备装修 希望筹集点资金,每个月工资打卡 稳定在4000左右
2014/03/03,13:47:41,460068,0,0,0,0,0,【网贷体验】开展网贷体验，累计信用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时29分,,0,78,qq254092161,HR,0,0,0,0,0,0,0,0,网贷体验,男,52,离婚,大专,与父母共住,没有,开展网贷体验，累计信用。,个人消费，个人消费。,月工资达到5000元。
2014/03/03,13:47:43,460069,0,0,0,0,0,【个人消费】自己平时消费使用,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时28分,,0,72,zhangdi123456,HR,0,0,0,0,0,0,0,0,个人消费,女,21,未婚,高中,集体宿舍,没有,最近缺钱用 想先借点很快就还,现在缺钱用 只想借这次消费用,发工资了就可以还 很快
2014/03/03,13:47:57,460070,0,0,0,0,0,【累积信用】诚心借款 提高信用,5000,20,6,等额本息，每月还款,883,100.00,投标已结束,,2014/2/27,14,78,zhu901109,D,54,25,6,8,1,0,0,1,,,,,,,,绝对有信用 没有越期 有借有还再借不难,用来消费 买点杂七杂八的东西,有稳定收入来还 请大家放心 绝对按时还款
2014/03/03,13:48:03,460071,0,0,0,0,0,做代理需要垫付一些钱,1000,23,7,等额本息，每月还款,154,100.00,借款成功,,2014/2/27,3,30,qiguiyu,E,26,20,2,1,1,1,0,0,,,,,,,,我热爱学习，诚实守信,做一些酒店带单需要点付钱,每月能赚两三千块钱，父母还给零花钱
2014/03/03,13:48:07,460072,0,0,0,0,0,【个人消费】我想买一台电脑，差点钱 ，绝对信誉,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时30分,,0,72,z562321140,E,28,20,0,1,1,0,0,1,个人消费,男,21,未婚,本科,集体宿舍,没有,我是一名大学二年级的学生，想自己买一台电脑,买一台自己喜欢的笔记本电脑,我在学校有做兼职，这次还有助学金发放，绝对信誉
2014/03/03,13:48:10,460073,0,0,0,0,0,【实体经营】从事家庭农场生产,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时30分,,0,66,521522wang,HR,0,0,0,0,0,0,0,0,实体经营,男,42,已婚,本科,自置无按揭,没有,我是中学老师，我和我爱人创办一个家庭农场我的家庭年收入20万,用来购买农业生产资料,我月收入5000元，农业收入15万。开支10万年纯收入10万
2014/03/03,13:48:14,460074,1,1,0,0,0,安非标17，借出资金作担保，非提现，安全可靠,3000,8,6,等额本息，每月还款,512,100.00,借款成功,,2014/2/27,3,48,hnsyclb,HR,25,627,17,0,1,1,1,0,,,,,,,,安非标17，借出资金作担保，非提现，安全可靠,安非标17，借出资金作担保，非提现，安全可靠,安非标17，借出资金作担保，非提现，安全可靠
2014/03/03,13:48:20,460075,1,1,0,0,0,应收款安全标，非提现，第三期,10000,8,6,等额本息，每月还款,1706,100.00,借款成功,,2014/2/27,10,36,northeast,HR,13,590,3,0,0,0,0,0,,,,,,,,应收款安全标，非提现，第三期,应收款安全标，非提现，第三期,应收款安全标，非提现，第三期
2014/03/03,13:48:23,460076,0,0,0,0,0,【实体经营】实体店铺急需一笔资金周转,3000,22,7,等额本息，每月还款,461,100.00,借款审批中,,2014/2/28,21,498,valen77077,HR,10,10,0,0,0,0,0,0,,,,,,,,王亮亮 28岁 经营服装行业也有5年 曾与朋友合股开了2间散货男装店,"现自己撤出单干，由于资金方面一时未能凑齐,特求助借款",在黄山繁华闹市区60平米店铺一间 月收入可观 必定能按时归还借款与利息
2014/03/03,13:48:26,460077,0,0,0,0,0,"【个人消费】信用借款,提高额度!",4000,20,8,等额本息，每月还款,538,100.00,借款成功,,2014/2/27,11,264,abo44389506,E,46,40,5,1,1,1,0,1,,,,,,,,"第五次借款,信用第一.","短期周转,提高额度.","有一定的经济基础,有还款能力.信用好.请大家放心."
2014/03/03,13:48:31,460078,0,0,0,0,0,【个人消费】春天来了想带着女朋友出去旅游怕资金不够,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时34分,,0,186,DAFEI2580691,HR,10,10,0,0,0,0,0,1,个人消费,男,28,未婚,大专,与父母共住,没有,本人在老家哥哥家家具店做销售，月薪4-8千，收入稳定。大专毕业,春天来了准备出去旅游踏青！,月薪4千以上，工作稳定，有还款的能力！
2014/03/03,13:48:35,460079,0,0,0,0,0,【累积信用】真诚地请您相信我,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时34分,,0,84,chenluoxu110,HR,10,10,0,0,0,0,0,1,累计信用,男,23,未婚,大专,与父母共住,没有,我有做几份工作，主要做商贸业务，还有兼职期货操盘手。因处于人生的初期经济，所以手头上的资金很少。,我想用这笔款项去做一点小本生意，然后尽快还款，最大的目的是积累信誉度。,我的还款能力是没问题的，请您相信我。
2014/03/03,13:48:39,460080,1,1,0,0,0,第300次自杀=game over 2014.02.26,50000,8,6,等额本息，每月还款,8529,100.00,借款成功,,2014/2/27,116,618,kunsha1314,D,51,14585,320,0,1,1,1,1,,,,,,,,第300次自杀=game over 2014.02.26,第300次自杀=game over 2014.02.26,第300次自杀=game over 2014.02.26
2014/03/03,13:49:53,460081,1,1,0,0,0,安全标，不提现，谢谢支持！,3000,8,6,等额本息，每月还款,512,100.00,借款成功,,2014/2/27,12,48,caufish,HR,18,405,9,0,0,0,1,0,,,,,,,,安全标，不提现，谢谢支持！,安全标，不提现，谢谢支持！,安全标，不提现，谢谢支持！
2014/03/03,13:50:00,460082,0,0,1,0,0,【实体经营】增多经营项目，扩大生意规模,10000,13,3,等额本息，每月还款,3406,100.00,借款审批中,,2014/2/27,27,102,hangyingzi,D,54,1724,2,0,1,1,0,1,,,,,,,,性格开朗乐观、积极向上，经营两家实体店，为事业发展每天不断努力！,增多经营项目，扩大生意规模,店铺月营业额三万，还款能力充分
2014/03/03,13:50:04,460083,0,0,0,0,0,【个人消费】因为公司没发工资,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时35分,,0,420,ch767475676,HR,0,0,0,0,0,0,0,0,个人消费,男,21,未婚,初中及以下,租用,没有,我是刚到浙江省上班的因为没有发工资,我用这钱吃饭买东西住房,因为这上班是压28天才发工资的 我这个月上班要到下个28才有工资发
2014/03/03,13:50:07,460084,0,0,0,0,0,【实体经营】用于实体店经营周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时34分,,0,174,X9908,HR,0,0,0,0,0,0,0,0,实体经营,男,24,丧偶,中专,与父母共住,没有,实体店经营手机配件,实体店经营周转需要,正常经营 固定客源v
2014/03/03,13:50:11,460085,0,0,0,0,0,【实体经营】初次借款，奠定信用基础。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时37分,,0,78,cchao,HR,12,10,0,0,0,0,0,0,实体经营,男,25,已婚,大专,与父母共住,是,初次借款，奠定信用基础。,虽然第一笔借款资金不多，我想先建立信誉，期待下次可以提高借款额度可真正用于资金流转！,每月有稳定的银行流水
2014/03/03,13:50:14,460086,0,0,0,0,0,【实体经营】想扩大经营范围。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时36分,,0,108,xsjxhm,HR,10,10,0,0,0,0,0,1,实体经营,男,39,已婚,中专,租用,是,我是河北张家口人，原来是一名电工，现在开了一五金店，我有一儿一女，父母帮看店。,我原来是名建筑电工，对五金水暖材料有所了解，11年试着开了家五金建材店经过这两年的经营感觉效益还不错，现在想扩大规模只是差投资了。,我现在的店有50多万的货，而且每月进货将达4-5万元，按最底利润20%，而且基本利润都在40%以上。
2014/03/03,13:50:18,460087,1,0,0,0,0,喜欢音乐，准备换个好点的合成器，差点钱，先借钱买来先用着,11000,9,6,等额本息，每月还款,1882,100.00,借款成功,,2014/2/27,37,348,chatting8,HR,21,2571,4,0,0,0,1,0,,,,,,,,我80年生人，有一个可爱的女儿，生活很幸福！,喜欢音乐，准备换个好点的合成器，差点钱，先借钱买来先用着,我有工作，每月工资有4000元/月左右，有两套房，一套自己住，一套出租，收入还算稳定
2014/03/03,13:50:21,460088,0,0,0,0,0,【网贷体验】没有试过在这里借款，是朋友介绍，想试一下，不知道能不能借得到,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时39分,,0,492,dfytfjgvuk,HR,0,0,0,0,0,0,0,0,网贷体验,女,34,已婚,本科,其他,没有,没有试过在这里借款，是朋友介绍，想试一下，不知道能不能借得到,没有试过在这里借款，是朋友介绍，想试一下，不知道能不能借得到,没有试过在这里借款，是朋友介绍，想试一下，不知道能不能借得到
2014/03/03,13:50:24,460089,0,0,0,0,0,【网商经营】网络棋牌经营 经济方面出了点问题 需要资金扭转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时39分,,0,102,fs88888,HR,0,0,0,0,0,0,0,0,网商经营,女,22,未婚,高中,自置无按揭,没有,我是一个网络棋牌经营商 经营516威趣娱乐棋牌,我想使用这笔贷款扭转一下行市,最近棋牌行业有点不稳 我需要三个月的时间管理经营模式 预计在6月份 能还这笔贷款
2014/03/03,13:50:26,460090,0,0,0,0,0,【个人消费】个人消费需求，本月资金不够充裕。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时38分,,0,114,iverson5208,HR,0,0,0,0,0,0,0,0,个人消费,男,23,未婚,本科,与父母共住,是,本人23岁就职于361°贵州公司任培训师,个人消费需求，需要购买单价较贵物品，但是还差3000元左右,本人月收入3000， 下月发季度奖3000元有还款能力
2014/03/03,13:50:29,460091,0,0,0,0,0,【网贷体验】淘宝钻石卖家，支付宝信用还可以，求担保。QQ68407291,3000,13,8,等额本息，每月还款,394,0.00,投标已结束,,2014/3/1,0,234,lijin1999200,E,45,20,0,3,0,0,0,1,,,,,,,,淘宝钻石卖家，支付宝信用还可以，求担保。QQ68407291,淘宝钻石卖家，支付宝信用还可以，求担保。QQ68407291,淘宝钻石卖家，支付宝信用还可以，求担保。QQ68407291
2014/03/03,13:50:32,460092,0,0,0,0,0,【累积信用】累积信用，试试互联网金融。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时39分,,0,126,san_cc,HR,10,10,0,0,0,0,0,0,累计信用,男,33,已婚,高中,其他,是,相信诚信无价。互联网金融正在起步。,日常开支使用。3000元是个很小的数值。,有房有车。有足够的还款能力。
2014/03/03,13:50:36,460093,0,0,0,0,0,【个人消费】购置装修物品等用途,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时40分,,0,60,yokixiaobao,HR,0,0,0,0,0,0,0,0,个人消费,女,27,已婚,大专,自置无按揭,没有,在公交公司上班 职务是工资帮班,购置物品等其他用途，,每个月工资都按时入账
2014/03/03,13:50:39,460094,0,0,0,0,0,【个人消费】大二学生手机被偷了。借点钱买个手机。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时41分,,0,78,tmac774065369,HR,12,10,0,1,0,0,0,0,个人消费,男,22,未婚,本科,与父母共住,没有,在校大二学生。手机被偷了。,手机丢了买个手机。才买的手机。不好意思告诉爸妈。,每月生活费1500元。还款无压力。
2014/03/03,13:50:42,460095,0,0,0,0,0,【实体经营】诚信借款，积累信誉！,3000,22,3,等额本息，每月还款,1037,100.00,借款成功,,2014/2/27,13,222,jingjing288,E,33,20,6,0,1,0,0,1,,,,,,,,实体店店主，累积借款，信誉绝对良好！,用于店铺进货和日常周转！,有充足资金来源，随时可以还款！
2014/03/03,13:50:46,460096,0,0,0,0,0,【实体经营】扩大经营规模 提高市场占有率,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时40分,,0,90,lgp6511,HR,0,0,0,0,0,0,0,0,实体经营,男,49,离婚,本科,与父母共住,没有,本人经营已逾五年 业绩良好 收入平稳 诚实守信,改善经营环境 扩大经营面积 引入品牌 提升竞争能力,自身资金流动性状况较好 资产有一定规模 扩大规模后盈利能力会有较大提升
2014/03/03,13:50:48,460097,0,0,0,0,0,【其他】刚退伍不久，和朋友一起创业,3000,13,7,等额本息，每月还款,448,0.00,正在预审,11天00时41分,,0,156,wslp526,HR,0,0,0,0,0,0,0,0,其他,男,26,未婚,大专,租用,没有,我是一名退伍军人，不喜欢那种安逸的熬日子的工作，要创造属于自己的天地,目前只能借三千元，六分之一用作生活费用，六分之二用来交际，剩余的做一些小的投资加盟,我会用创业的钱来还款，当然，创业有风险，我会一边做一些兼职工作一边创业
2014/03/03,13:50:52,460098,0,0,0,0,0,【个人消费】个人培训费用的需要,3000,13,12,等额本息，每月还款,268,0.00,投标已结束,,2014/2/27,0,126,fenfeidepiaoxu,HR,12,10,0,2,0,0,0,0,,,,,,,,我是一名大学生，是在毕业实习的时期。因为学校竞赛的需要，然后需要进行技能的培训，其中需要一笔培训费用。,用这笔款项进行培训费用的开销,可以利用双休日进行兼职；5月底的时候就要参加比赛，6月2日就毕业了，之后就可以找到一份长期的工作，可以更快地还清账款。。。
2014/03/03,13:50:55,460099,0,0,0,0,0,【个人消费】新买的第二套楼房用于装修,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时39分,,0,54,wasdzxc2233,HR,0,0,0,0,0,0,0,0,个人消费,男,29,已婚,大专,自置无按揭,是,我在本单位工作六年，自有住房两套无贷款，有台车贷款买的，我在的单位月营业额在一百万以上'连锁店有50多家，我的月打卡工资在四千以上，我的信用良好，希望得到贵公司的支持,新买第二套楼房。用于装修用户。,月打卡工资都在四千以上，现金六千多。年收入在十三万。这点钱好还
2014/03/03,13:50:57,460100,0,0,0,0,0,【个人消费】想要借款买个服务器.,3000,13,12,等额本息，每月还款,268,0.00,正在预审,11天00时39分,,0,66,deity008,HR,0,0,0,0,0,0,0,0,个人消费,男,25,未婚,高中,与父母共住,没有,自己开了个游戏工作室,用于买服务器。游戏服务器。,每个月至少4500元进账，能提供银行流水
